source,label,message_idx,author,text
PJ chats,1,367,chrisnr1998,정말로오오오오
PJ chats,1,367,chrisnr1998,그래서 우리가 만나기 좋은 시간대가 언제야?
PJ chats,1,367,chrisnr1998,매일 낮에
PJ chats,1,367,decoy,아빠가 일하는 날. 엄마는 간호사라 교대근무해. 그래서 엄마가 낮에 일하고 아빠도 일할 때 놀 수 있어
PJ chats,1,367,chrisnr1998,알겠어
PJ chats,1,367,chrisnr1998,그래서 만난다면 몇 시쯤 될 거 같아
PJ chats,1,367,decoy,음 아빠가 9시에 출근하니까 10시나 11시쯤. 그리고 아빠가 퇴근하기 전인 5시까지는 집에 있어야 해.
PJ chats,1,367,decoy,음 아빠가 9시에 출근하니까 10시나 11시쯤. 그리고 아빠가 퇴근하기 전인 5시까지는 집에 있어야 해.
PJ chats,1,367,chrisnr1998,미안 내 인터넷이 이상해
PJ chats,1,367,decoy,괜찮아. 나 두통이 심해. 좀 누워있어야 할 것 같아. 내일 얘기할 수 있을까?
PJ chats,1,367,chrisnr1998,응
PJ chats,1,367,chrisnr1998,:(
PJ chats,1,367,chrisnr1998,괜찮아
PJ chats,1,367,chrisnr1998,기분 좋아지길 자기야
PJ chats,1,367,decoy,미안해. 나한테 화났어?
PJ chats,1,367,chrisnr1998,아니
PJ chats,1,367,decoy,알겠어 내일 얘기하자. 잘 자 자기야
PJ chats,1,367,chrisnr1998,잘 자!
PJ chats,1,367,chrisnr1998,;)
PJ chats,1,368,chrisnr1998,안녕
PJ chats,1,368,decoy,야 너
PJ chats,1,368,chrisnr1998,뭐해
PJ chats,1,368,decoy,별거 없어 그냥 있어. 너는?
PJ chats,1,368,chrisnr1998,나도
PJ chats,1,368,decoy,오늘 어땠어?
PJ chats,1,368,chrisnr1998,꽤 좋았어
PJ chats,1,368,decoy,좋네. 일해야 해?
PJ chats,1,368,chrisnr1998,금요일에 해
PJ chats,1,368,decoy,오늘 못 만나서 미안해. 엄마가 이번 주 남은 날은 야간 근무야. 다음 주 스케줄 나오면 알려줄게.
PJ chats,1,368,chrisnr1998,괜찮아
PJ chats,1,368,chrisnr1998,알겠어 좋네
PJ chats,1,368,chrisnr1998,참을성 있게 기다려야겠네
PJ chats,1,368,decoy,ㅋㅋ 미안해!
PJ chats,1,368,chrisnr1998,:(
PJ chats,1,368,decoy,용서해줄래?
PJ chats,1,368,chrisnr1998,응
PJ chats,1,368,chrisnr1998,괜찮아
PJ chats,1,368,chrisnr1998,내일 뭐해
PJ chats,1,368,decoy,별거 없어 그냥 집에서 엄마랑 여동생이랑 있을 거야. 아마 조 친구 또 만날 수도 있고
PJ chats,1,368,chrisnr1998,좋네
PJ chats,1,368,chrisnr1998,그래서
PJ chats,1,368,decoy,그래서 ;)
PJ chats,1,368,chrisnr1998,널 원해
PJ chats,1,368,decoy,나 이미 네 거잖아 ㅋㅋ 우리 사귀는 줄 알았는데?
PJ chats,1,368,chrisnr1998,그래 사귀지
PJ chats,1,368,chrisnr1998,내 말은 너랑 좀 놀고 싶다는 거야
PJ chats,1,368,decoy,아 ㅋㅋ 미안 난 바보야
PJ chats,1,368,chrisnr1998,ㅋㅋ 괜찮아
PJ chats,1,368,chrisnr1998,네 방에 있어?
PJ chats,1,368,decoy,응 있어
PJ chats,1,368,chrisnr1998,뭐 입고 있어
PJ chats,1,368,decoy,빨간 티셔츠에 검은 반바지
PJ chats,1,368,chrisnr1998,좋네
PJ chats,1,368,chrisnr1998,치마 있어?
PJ chats,1,368,decoy,너는?
PJ chats,1,368,decoy,응 몇 개 있어
PJ chats,1,368,chrisnr1998,나는 반바지에 셔츠 입고 있어 ㅋㅋ
PJ chats,1,368,decoy,하하하
PJ chats,1,368,chrisnr1998,우리 만날 때 가능하면 치마 입어줘
PJ chats,1,368,decoy,알겠어 입을게. 왜? 치마 좋아해?
PJ chats,1,368,chrisnr1998,응 엄청 좋아해
PJ chats,1,368,chrisnr1998,:)
PJ chats,1,368,decoy,알겠어. 하나 입을게 :)
PJ chats,1,368,chrisnr1998,멋져!
PJ chats,1,368,chrisnr1998,그리고 나한테 다리 찢기 해줘
PJ chats,1,368,decoy,ㅋㅋ 치마 입고?
PJ chats,1,368,chrisnr1998,그래애애
PJ chats,1,368,decoy,ㅋㅋ 알겠어 :)
PJ chats,1,368,decoy,그리고 나한테 기타 쳐줄 거지?
PJ chats,1,368,chrisnr1998,응 그럴게
PJ chats,1,368,chrisnr1998,자위해본 적 있어
PJ chats,1,368,decoy,아니
PJ chats,1,368,decoy,진짜 어떻게 해야 할지 모르겠어
PJ chats,1,368,chrisnr1998,해본 적 있어?
PJ chats,1,368,decoy,아니
PJ chats,1,368,chrisnr1998,그럼 키스 말고는 아무것도 안 해봤네
PJ chats,1,368,decoy,혀 쓰는 거
PJ chats,1,368,chrisnr1998,알겠어
PJ chats,1,368,decoy,응
PJ chats,1,368,chrisnr1998,남자 꺼 본 적 있어
PJ chats,1,368,decoy,"응 보건 수업 같은 데서 봤는데, 실제로는 못 봤어"
PJ chats,1,368,chrisnr1998,흠
PJ chats,1,368,chrisnr1998,보고 싶어?
PJ chats,1,368,decoy,그래 괜찮아
PJ chats,1,368,chrisnr1998,알겠어
PJ chats,1,368,chrisnr1998,내 거 보여줄게 ㅋㅋ
PJ chats,1,368,decoy,ㅋㅋ 알겠어
PJ chats,1,368,chrisnr1998,:)
PJ chats,1,368,decoy,ㅋㅋ
PJ chats,1,368,chrisnr1998,직접
PJ chats,1,368,chrisnr1998,아니면 사진으로 원하면
PJ chats,1,368,decoy,그래 :)
PJ chats,1,368,chrisnr1998,ㅋㅋ
PJ chats,1,368,chrisnr1998,그러고 싶어?
PJ chats,1,368,decoy,ㅋㅋ 응 좋아
PJ chats,1,368,decoy,거기 있어?
PJ chats,1,368,chrisnr1998,알겠어 여기 내 프로필에 클로즈업 사진 먼저 올릴게. 그럼 다운로드 안 하고 그냥 볼 수 있잖아
PJ chats,1,368,decoy,알겠어
PJ chats,1,368,decoy,어떻게 네 프로필을 볼 수 있어?
PJ chats,1,368,chrisnr1998,찾을 수 있을 거야
PJ chats,1,368,chrisnr1998,볼 수 있을 거야
PJ chats,1,368,decoy,올리면 프로필 링크 보내줘
PJ chats,1,368,chrisnr1998,보여?
PJ chats,1,368,decoy,아니 웃는 얼굴 사진만 보여
PJ chats,1,368,chrisnr1998,오
PJ chats,1,368,chrisnr1998,이제 보여?
PJ chats,1,368,decoy,응 이제 보여. 크다.
PJ chats,1,368,chrisnr1998,하하
PJ chats,1,368,decoy,좀 어두운 사진이네
PJ chats,1,368,chrisnr1998,알겠어 잠깐만
PJ chats,1,368,chrisnr1998,더 찍을 수 있어
PJ chats,1,368,chrisnr1998,원하면
PJ chats,1,368,decoy,알겠어
PJ chats,1,368,chrisnr1998,여기 또 하나
PJ chats,1,368,chrisnr1998,보여?
PJ chats,1,368,decoy,아직도 같은 사진이야
PJ chats,1,368,chrisnr1998,알겠어 이제 달라졌을 거야
PJ chats,1,368,decoy,아니 아직도 같은 거야
PJ chats,1,368,chrisnr1998,지금은 뭐야
PJ chats,1,368,decoy,아 알겠어 보여
PJ chats,1,368,chrisnr1998,둘 다?
PJ chats,1,368,decoy,"한 번에 하나씩만 보여. 처음엔 어두운 거, 이제 다른 거"
PJ chats,1,368,chrisnr1998,알겠어 이제 내 꺼야?
PJ chats,1,368,decoy,아니 그냥 다 까만색이야
PJ chats,1,368,chrisnr1998,흠
PJ chats,1,368,chrisnr1998,잘 안 되네 ㅋㅋ
PJ chats,1,368,decoy,괜찮아. 오늘 수영하고 와서 귀가 아파. 내일 좀 얘기할 수 있을까?
PJ chats,1,368,chrisnr1998,응 괜찮아
PJ chats,1,368,decoy,고마워 자기야. 그때 얘기해. :*
PJ chats,1,368,chrisnr1998,알겠어 잘 자 :)
PJ chats,1,368,decoy,잘 자 :)
PJ chats,1,368,chrisnr1998,잘 자 자기야
PJ chats,1,369,chrisnr1998,안녕
PJ chats,1,370,decoy,야 너
PJ chats,1,370,chrisnr1998,안녕!
PJ chats,1,370,chrisnr1998,뭐해
PJ chats,1,371,decoy,미안해 할머니 집에 있는데 여기 인터넷이 진짜 구려
PJ chats,1,371,chrisnr1998,괜찮아 자기야
PJ chats,1,371,chrisnr1998,그래서 어떻게 지내
PJ chats,1,371,decoy,난 괜찮아 그냥 피곤해. 우리 하루 종일 수영장에 있었거든.
PJ chats,1,371,decoy,너는?
PJ chats,1,371,chrisnr1998,오 좋네. 난 하루 종일 일했어
PJ chats,1,371,chrisnr1998,널 보고 싶어
PJ chats,1,371,decoy,알아. 나도 :( 엄마가 일요일에 다음 주 시간표 받아. 그때 엄마 주간 근무하는 날 알려줄게
PJ chats,1,371,chrisnr1998,알겠어 좋네
PJ chats,1,371,decoy,그래서 일은 어땠어?
PJ chats,1,371,chrisnr1998,미쳤었어. 엄청 바빴어
PJ chats,1,371,decoy,오 그래? 뭐 했어?
PJ chats,1,371,chrisnr1998,나 웨이터야 ㅋㅋ
PJ chats,1,371,chrisnr1998,칠리스에서
PJ chats,1,371,decoy,오 멋지다. 응 금요일 밤에는 바쁘겠네 ㅋㅋ
PJ chats,1,371,chrisnr1998,그래서 거기서 자?
PJ chats,1,371,decoy,응 우리 엄마 아빠가 데이트 주말 가져. 우웩... 아
PJ chats,1,371,chrisnr1998,ㅋㅋ
PJ chats,1,371,chrisnr1998,우웩
PJ chats,1,371,chrisnr1998,그래서 그들 갔어?
PJ chats,1,371,decoy,ㅋㅋ 응 갔어
PJ chats,1,371,chrisnr1998,그래서 더 자유로워 아니면 아니야?
PJ chats,1,371,decoy,아니... 할머니랑 있어서 아니야. 금방 올게
PJ chats,1,371,chrisnr1998,알겠어
PJ chats,1,372,decoy,야 거기 있어
PJ chats,1,372,chrisnr1998,응
PJ chats,1,372,decoy,미안 할아버지가 인터넷 고치려고 새 거 설치하고 계셨어
PJ chats,1,372,chrisnr1998,아 알겠어 괜찮아
PJ chats,1,372,decoy,그래서 뭐해?
PJ chats,1,372,chrisnr1998,개 내보냈어 너는
PJ chats,1,372,decoy,그냥 엄마 킨들로 책 읽고 있어. 죽도록 심심해.
PJ chats,1,372,chrisnr1998,뭐가 너를 덜 심심하게 할 수 있을까
PJ chats,1,372,decoy,"금요일 밤에 할 거, 근데 할머니가 아무것도 못하게 해 :("
PJ chats,1,372,chrisnr1998,아 왜 안 돼?
PJ chats,1,372,chrisnr1998,몰래 나갈 수 있어?
PJ chats,1,372,decoy,아니 여기서 여동생이랑 한 방 써서 걔가 일러바칠 거야
PJ chats,1,372,chrisnr1998,오 제기랄
PJ chats,1,372,chrisnr1998,그거 진짜 짜증나네
PJ chats,1,372,decoy,맞아!
PJ chats,1,372,chrisnr1998,학교는 언제 시작해
PJ chats,1,372,decoy,8월 21일
PJ chats,1,372,chrisnr1998,어디로 가
PJ chats,1,372,decoy,하이랜드 파크 고등학교 다니기 시작할 거야. 거기 가본 적 없어. 뉴욕에서 여기로 막 이사왔거든
PJ chats,1,372,chrisnr1998,아 그렇구나
PJ chats,1,372,chrisnr1998,그럼 재미있고 흥미로울 거야
PJ chats,1,372,decoy,아무도 몰라. 쉴러 파크에 친구 몇 명 있었는데 엄마 아빠가 다시 합치고 하이랜드 파크로 이사왔어. 이제 아무도 몰라. :(
PJ chats,1,372,chrisnr1998,제기랄
PJ chats,1,372,chrisnr1998,"글쎄, 날 알잖아 :) ㅋㅋ"
PJ chats,1,372,decoy,ㅋㅋ 넌 고등학생 아니잖아
PJ chats,1,372,chrisnr1998,아니지
PJ chats,1,372,decoy,ㅋㅋ 네가 다시 가서 내가 아는 사람이 있으면 좋겠다
PJ chats,1,372,chrisnr1998,알겠어 ㅋㅋ
PJ chats,1,372,decoy,;)
PJ chats,1,372,chrisnr1998,카메라 있는 컴퓨터 쓰고 있어?
PJ chats,1,372,decoy,아니 노트북 쓰고 있어
PJ chats,1,372,chrisnr1998,오 제기랄
PJ chats,1,372,chrisnr1998,괜찮아
PJ chats,1,372,chrisnr1998,침대에 있어?
PJ chats,1,372,decoy,아니 책상에 앉아있어. 잠깐만 할머니가 날 부르셔
PJ chats,1,372,chrisnr1998,알겠어
PJ chats,1,373,decoy,안녕
PJ chats,1,373,chrisnr1998,안녕
PJ chats,1,373,decoy,미안 오래 걸렸네. 우리 할머니는 영원히 말씀하실 수 있어
PJ chats,1,373,chrisnr1998,괜찮아
PJ chats,1,373,decoy,뭐해?
PJ chats,1,373,chrisnr1998,TV 보고 있어 너는
PJ chats,1,373,decoy,별거 없어 그냥 아만다 바인스에 대해 읽고 있어. 걔 미쳤어
PJ chats,1,373,chrisnr1998,ㅋㅋ 맞아
PJ chats,1,373,chrisnr1998,그래
PJ chats,1,373,chrisnr1998,이제 침대에 있어?
PJ chats,1,373,chrisnr1998,거기 집에 얼마나 있을 거야
PJ chats,1,373,decoy,아니 아직 책상에 있어. 여기 일요일까지 있을 거야
PJ chats,1,373,chrisnr1998,알겠어
PJ chats,1,373,chrisnr1998,그냥 누워있어
PJ chats,1,373,decoy,피곤해?
PJ chats,1,373,chrisnr1998,좀
PJ chats,1,373,decoy,오... 그럼 내일 얘기할래?
PJ chats,1,373,chrisnr1998,그래
PJ chats,1,373,chrisnr1998,몇 시에 접속할 거야
PJ chats,1,373,decoy,알겠어. 나도 피곤해지고 있어. 아마 밤에. 내일 할머니랑 쇼핑 갈 거야.
PJ chats,1,373,chrisnr1998,알겠어 그냥 접속할 때 알려줘.
PJ chats,1,373,chrisnr1998,좋아
PJ chats,1,373,decoy,알겠어 그럴게. 보고 싶어 :)
PJ chats,1,373,chrisnr1998,나도 보고 싶어
PJ chats,1,373,decoy,알겠어 나중에 봐 :) 뽀뽀
PJ chats,1,373,chrisnr1998,잘 자 자기야 뽀뽀
PJ chats,1,374,chrisnr1998,안녕
PJ chats,1,374,decoy,안녕 :)
PJ chats,1,374,decoy,뭐해?
PJ chats,1,374,chrisnr1998,어 미안
PJ chats,1,374,chrisnr1998,방금 집에 왔어
PJ chats,1,374,chrisnr1998,피자 시켰어
PJ chats,1,374,chrisnr1998,너는 어때
PJ chats,1,374,decoy,괜찮아. 그냥 있어. 오늘 할머니 집에서 돌아왔어
PJ chats,1,375,chrisnr1998,좋네
PJ chats,1,375,chrisnr1998,그래서 이번 주에 놀 수 있는지 알아?
PJ chats,1,375,decoy,응 엄마가 금요일 낮에 일해. 그때 놀래?
PJ chats,1,375,chrisnr1998,응 좋아
PJ chats,1,375,chrisnr1998,응*
PJ chats,1,375,decoy,알겠어 좋아 :)
PJ chats,1,375,chrisnr1998,좋네
PJ chats,1,375,decoy,뭐 하고 싶어?
PJ chats,1,375,chrisnr1998,몰라 너는 어떻게 생각해
PJ chats,1,375,chrisnr1998,가장 좋은 방법이 뭐야
PJ chats,1,375,decoy,뭐에 대한 가장 좋은 방법?
PJ chats,1,375,chrisnr1998,놀러 가는 거
PJ chats,1,375,chrisnr1998,우리가 좀 비밀스럽게 해야 하니까
PJ chats,1,375,decoy,음 룸메이트 있어?
PJ chats,1,375,chrisnr1998,응
PJ chats,1,375,decoy,걔 금요일에 일해?
PJ chats,1,375,chrisnr1998,응
PJ chats,1,375,chrisnr1998,그런 것 같아
PJ chats,1,375,decoy,좋네
PJ chats,1,375,chrisnr1998,응
PJ chats,1,375,chrisnr1998,어쨌든 내가 널 데리러 갈게 그럼 우리 만날 수 있어
PJ chats,1,375,chrisnr1998,오늘 밤에 전화해 ㅋㅋ
PJ chats,1,375,decoy,좋아. 근데 못해 금요일에 아빠가 돈 받을 때까지 폰 시간이 다 됐거든 :(
PJ chats,1,375,chrisnr1998,제기랄
PJ chats,1,375,decoy,그러게. 미안 :(
PJ chats,1,375,decoy,근데 내 남자친구 볼 생각에 신나 :)
PJ chats,1,375,chrisnr1998,ㅋㅋ 응
PJ chats,1,375,chrisnr1998,재밌을 거야
PJ chats,1,375,decoy,당연하지!
PJ chats,1,375,decoy,네가 기타 치는 거 들을 생각에 기대돼!
PJ chats,1,375,chrisnr1998,ㅋㅋ
PJ chats,1,375,decoy,유튜브 영상 있어?
PJ chats,1,375,chrisnr1998,아니
PJ chats,1,375,decoy,하나 만들어봐
PJ chats,1,375,chrisnr1998,전에 만들어봤어
PJ chats,1,375,chrisnr1998,근데 없어졌어
PJ chats,1,375,decoy,유튜브에 올려! 네가 연주하는 거 보고 싶어!
PJ chats,1,375,chrisnr1998,이제 없어
PJ chats,1,375,decoy,하나 만들어줄래?
PJ chats,1,375,chrisnr1998,응
PJ chats,1,375,decoy,오늘 밤에?
PJ chats,1,375,chrisnr1998,오늘 밤엔 못해 ㅋㅋ
PJ chats,1,375,chrisnr1998,너무 늦었어
PJ chats,1,375,chrisnr1998,피곤해
PJ chats,1,375,decoy,:( 내일?
PJ chats,1,375,chrisnr1998,응 아마도
PJ chats,1,375,chrisnr1998,5시까지 일해
PJ chats,1,375,decoy,알겠어 :)
PJ chats,1,375,chrisnr1998,그래서
PJ chats,1,375,chrisnr1998,뭐해
PJ chats,1,375,decoy,별거 없어 그냥 페북하고 있어. 너는?
PJ chats,1,375,chrisnr1998,좋네
PJ chats,1,375,chrisnr1998,그냥 TV 보고 있어
PJ chats,1,375,chrisnr1998,네가 여기 있으면 좋겠다
PJ chats,1,375,chrisnr1998,내 침대에
PJ chats,1,375,chrisnr1998,벗고
PJ chats,1,375,chrisnr1998,하하
PJ chats,1,375,decoy,ㅋㅋ 오 그래?
PJ chats,1,375,chrisnr1998,당연하지
PJ chats,1,375,decoy,ㅋㅋ 왜 그래?
PJ chats,1,375,chrisnr1998,네가 엄청 귀여워서
PJ chats,1,375,decoy,아우 고마워 :) 너도 그래!
PJ chats,1,375,chrisnr1998,고마워
PJ chats,1,375,decoy,TV에서 뭐 보고 있어?
PJ chats,1,375,chrisnr1998,코미디 센트럴
PJ chats,1,375,decoy,오 뭐 하고 있어?
PJ chats,1,375,chrisnr1998,드렁크 히스토리
PJ chats,1,375,decoy,오 ㅋㅋ 너 술 마셔?
PJ chats,1,375,chrisnr1998,응
PJ chats,1,375,decoy,오 멋지다
PJ chats,1,375,chrisnr1998,응
PJ chats,1,375,chrisnr1998,뭐 입고 있어
PJ chats,1,375,decoy,내 잠옷
PJ chats,1,375,chrisnr1998,섹시해
PJ chats,1,375,chrisnr1998,하하
PJ chats,1,375,decoy,ㅋㅋ 별로 안 그래. 너는?
PJ chats,1,375,chrisnr1998,반바지랑 셔츠
PJ chats,1,375,decoy,좋네 :)
PJ chats,1,375,decoy,음 꽤 피곤해지고 있어. 내일 더 얘기할 수 있을까?
PJ chats,1,375,chrisnr1998,응
PJ chats,1,375,decoy,알겠어 자기야. 나중에 봐. 잘 자
PJ chats,1,375,chrisnr1998,잘 자 자기야
PJ chats,1,375,chrisnr1998,;)
PJ chats,1,376,chrisnr1998,안녕
PJ chats,1,376,chrisnr1998,뭐해
PJ chats,1,377,chrisnr1998,"미안, 내가 접속 안 하면 문자 보내"
PJ chats,1,378,chrisnr1998,안녕
PJ chats,1,379,decoy,자기야 나쁜 소식이 있어 :( 엄마가 오늘 밤에 아픈 사람 대신 일하셔서 내일 쉬셔.
PJ chats,1,379,chrisnr1998,아 그거 짜증나네
PJ chats,1,379,chrisnr1998,아 그거 짜증나네
PJ chats,1,379,decoy,미안해 :(
PJ chats,1,379,decoy,그래도 다음 주에 놀 수 있어
PJ chats,1,379,chrisnr1998,괜찮아
PJ chats,1,379,chrisnr1998,괜찮아
PJ chats,1,379,chrisnr1998,응 맞아
PJ chats,1,379,chrisnr1998,응 맞아
PJ chats,1,379,decoy,화났어?
PJ chats,1,379,chrisnr1998,아니
PJ chats,1,379,decoy,약속해?
PJ chats,1,379,chrisnr1998,응 걱정하지 마 괜찮아
PJ chats,1,379,chrisnr1998,응 걱정하지 마 괜찮아
PJ chats,1,379,decoy,알겠어 :) 뭐해?
PJ chats,1,379,chrisnr1998,별거 없어 너는
PJ chats,1,379,chrisnr1998,별거 없어 너는
PJ chats,1,379,decoy,별거 없어 조금 전에 수영장에서 돌아왔어
PJ chats,1,379,chrisnr1998,좋네
PJ chats,1,379,chrisnr1998,좋네
PJ chats,1,379,chrisnr1998,피곤해
PJ chats,1,379,chrisnr1998,피곤해
PJ chats,1,379,decoy,낮잠 자
PJ chats,1,380,chrisnr1998,응 그럴 거야. 조금 있다 올게
PJ chats,1,380,chrisnr1998,응 그럴 거야. 조금 있다 올게
PJ chats,1,381,chrisnr1998,안녕 돌아왔어
PJ chats,1,381,chrisnr1998,안녕 돌아왔어
PJ chats,1,381,decoy,안녕 너
PJ chats,1,381,chrisnr1998,뭐해
PJ chats,1,381,chrisnr1998,뭐해
PJ chats,1,381,decoy,별거 없어 그냥 TV 보고 있어
PJ chats,1,381,chrisnr1998,좋네
PJ chats,1,381,chrisnr1998,좋네
PJ chats,1,381,decoy,낮잠 어땠어?
PJ chats,1,381,chrisnr1998,좋았어:)
PJ chats,1,381,chrisnr1998,좋았어:)
PJ chats,1,381,decoy,ㅋㅋ 아기랑 노인들만 낮잠 자잖아. 너 아기 아니잖아...;)
PJ chats,1,381,chrisnr1998,ㅋㅋ 알아 근데 피곤했거든
PJ chats,1,381,chrisnr1998,ㅋㅋ 알아 근데 피곤했거든
PJ chats,1,381,decoy,하하 농담이야
PJ chats,1,382,chrisnr1998,그래서
PJ chats,1,382,chrisnr1998,그래서
PJ chats,1,382,decoy,그래서 뭐해 노인네? ;)
PJ chats,1,382,chrisnr1998,별거 없어 그냥 쉬고 있어
PJ chats,1,382,chrisnr1998,별거 없어 그냥 쉬고 있어
PJ chats,1,382,decoy,멋지네
PJ chats,1,382,decoy,정말 좋은 책 읽고 있어
PJ chats,1,382,chrisnr1998,무슨 책
PJ chats,1,382,chrisnr1998,무슨 책
PJ chats,1,382,decoy,곤 걸
PJ chats,1,382,chrisnr1998,좋네
PJ chats,1,382,chrisnr1998,좋네
PJ chats,1,382,decoy,영화로 만들고 있대
PJ chats,1,382,chrisnr1998,멋지다
PJ chats,1,382,chrisnr1998,멋지다
PJ chats,1,383,chrisnr1998,그래서
PJ chats,1,383,chrisnr1998,그래서
PJ chats,1,383,decoy,이블 데드 봤어?
PJ chats,1,383,chrisnr1998,새 거는 아니지만 응 옛날 거 봤어
PJ chats,1,384,chrisnr1998,안녕 너는 뭐해
PJ chats,1,384,decoy,별거 없어 그냥 심심해
PJ chats,1,384,chrisnr1998,나도
PJ chats,1,384,chrisnr1998,뭐가 너를 안 심심하게 할까
PJ chats,1,384,decoy,ㅋㅋ 알면 하고 있겠지!
PJ chats,1,384,chrisnr1998,ㅋㅋ 맞아
PJ chats,1,384,decoy,뭐해?
PJ chats,1,384,chrisnr1998,별거 없어 그냥 쉬고 있어
PJ chats,1,384,chrisnr1998,쉬고 있어
PJ chats,1,384,chrisnr1998,네가 여기 있으면 좋겠다
PJ chats,1,384,decoy,나도. 우리 만나면 뭐 하고 싶어?
PJ chats,1,384,chrisnr1998,많은 걸 하고 싶어
PJ chats,1,384,decoy,뭐 같은 거?
PJ chats,1,384,chrisnr1998,같이 침대에 들어가기
PJ chats,1,384,decoy,ㅋㅋ 오 그래?
PJ chats,1,384,chrisnr1998,응
PJ chats,1,384,decoy,재밌겠다
PJ chats,1,384,chrisnr1998,응
PJ chats,1,384,chrisnr1998,너는 뭐 하고 싶어?
PJ chats,1,384,decoy,ㅋㅋ 몰라
PJ chats,1,384,decoy,의사 놀이
PJ chats,1,384,chrisnr1998,나도!
PJ chats,1,384,chrisnr1998,나도 그렇게 말하려고 했어
PJ chats,1,384,decoy,ㅋㅋ
PJ chats,1,384,chrisnr1998,하하
PJ chats,1,384,chrisnr1998,널 볼 수 있으면 좋겠다
PJ chats,1,384,chrisnr1998,네가 카메라만 있으면 좋겠다
PJ chats,1,384,decoy,곧 볼 수 있을 거야. 엄마가 일요일에 일 안 하시는데 월요일에 스케줄 알게 돼
PJ chats,1,384,chrisnr1998,알겠어
PJ chats,1,384,chrisnr1998,잘 되길 바라
PJ chats,1,384,decoy,네가 원하면 그렇게 될 거야 :)
PJ chats,1,384,chrisnr1998,그래
PJ chats,1,384,decoy,나도 :)
PJ chats,1,384,chrisnr1998,우리 어떻게 할 거야
PJ chats,1,384,decoy,뭘?
PJ chats,1,384,chrisnr1998,만나는 거
PJ chats,1,384,decoy,음 사람이 많지 않지만 네가 찾을 수 있고 내가 걸어갈 수 있는 곳을 생각 중이야. 이 지역에 막 이사와서 아직 잘 모르지만 내일 산책하면서 어딘가 찾아볼게
PJ chats,1,384,chrisnr1998,알겠어
PJ chats,1,384,chrisnr1998,좋아 보이네
PJ chats,1,384,decoy,ㅇㅋ :)
PJ chats,1,384,chrisnr1998,"그리고 나서 뭐, 차로 돌아다닐까?"
PJ chats,1,384,decoy,몰라 네가 말했던 그 모든 걸 어디서 하고 싶어?
PJ chats,1,384,chrisnr1998,음 아마도 내 집에서
PJ chats,1,384,chrisnr1998,아니면 차에서
PJ chats,1,384,decoy,내 첫 경험을 네 차에서 하고 싶지 않아. 좀 특별해야 해
PJ chats,1,384,decoy,그리고 너 룸메이트 있지 않아?
PJ chats,1,384,chrisnr1998,아 차에서 그런 뜻은 아니었어
PJ chats,1,384,decoy,아 그럼 무슨 뜻이었어?
PJ chats,1,384,chrisnr1998,응 있지만 가끔 나가
PJ chats,1,384,decoy,아 알겠어 그럼 우리가 만났을 때 네가 말했던 그 모든 걸 하고 싶지 않아?
PJ chats,1,384,chrisnr1998,응 하고 싶어
PJ chats,1,384,chrisnr1998,우리 많은 걸 할 거야
PJ chats,1,384,chrisnr1998,내가 네 주인이 될 거야
PJ chats,1,384,decoy,아 알겠어 :) 내가 네가 말하는 모든 걸 다 하는 거야?
PJ chats,1,384,chrisnr1998,응
PJ chats,1,384,decoy,ㅇㅋ
PJ chats,1,384,chrisnr1998,재밌겠다
PJ chats,1,384,decoy,응 그럴 거야!
PJ chats,1,384,chrisnr1998,뭐 입을 거야
PJ chats,1,384,decoy,청치마. 아직 어떤 셔츠나 신발 신을지 모르겠어
PJ chats,1,384,chrisnr1998,분홍색 치마는 어떤 종류야
PJ chats,1,384,decoy,3단 정도 돼. 잠깐만 구글에서 찾아볼게
PJ chats,1,384,chrisnr1998,카메라 가져와 하하
PJ chats,1,384,decoy,링크 수정됨이런 느낌이야
PJ chats,1,384,decoy,ㅋㅋ 나도 그랬으면
PJ chats,1,384,chrisnr1998,어떤 거야?
PJ chats,1,384,decoy,보라색이랑 검은색 치마 두 개 보이지?
PJ chats,1,384,decoy,링크 수정됨
PJ chats,1,384,chrisnr1998,응
PJ chats,1,384,chrisnr1998,보여
PJ chats,1,384,chrisnr1998,들어 올리기 쉬워서 좋네 하하
PJ chats,1,384,decoy,ㅇㅋ 그런데 연한 분홍색이야
PJ chats,1,384,decoy,ㅋㅋ
PJ chats,1,384,chrisnr1998,하
PJ chats,1,384,chrisnr1998,둘 다 좋아
PJ chats,1,384,decoy,ㅇㅋ 89432434908번 왔다갔다 할 거 같아서 그냥 그날 결정할게 ㅋㅋ
PJ chats,1,384,chrisnr1998,ㅋㅋ 알겠어 하하 괜찮아
PJ chats,1,384,chrisnr1998,또 뭐 입을 거야
PJ chats,1,384,decoy,몰라 분홍 치마 입을지 청치마 입을지에 따라 달라
PJ chats,1,384,chrisnr1998,응
PJ chats,1,384,chrisnr1998,속옷은?
PJ chats,1,384,decoy,네가 안 입었으면 좋겠다고 했잖아
PJ chats,1,384,chrisnr1998,팬티
PJ chats,1,384,chrisnr1998,응 안 입었으면 좋겠어
PJ chats,1,384,chrisnr1998,그런 적 있어?
PJ chats,1,384,decoy,아니
PJ chats,1,384,chrisnr1998,안 해도 돼 네 마음대로야
PJ chats,1,384,decoy,음 몰라 좀 무서워 ㅋㅋ
PJ chats,1,384,chrisnr1998,하하 그래
