source,label,message_idx,text
국민어장,음란만남,chat0531,"['재밌는 얘기 해주세요', '어떤 재밌는 얘기요?', '음 야한 얘기? 제가 아다를 떼려면 어떻게 해야 할까요', '잘 모르겠네요', '그렇군여 아쉽넹ㅠㅠ', '뭐가요?', '그냥 잘 모르겠다고 하셔서… 고딩이에요?', '내년에 고딩돼여', '아 써저있는 나이보다 어리시구나… 섹스 할래요?', '누구랑요 그쪽이랑요?', '넵 당황스럽져… 사실 저도 말해놓고 약간 당황스러워요', '네 안할거에요 죄송합니다', '아뇨 죄송할 필욘 없죠… 고등학교 들어가서도 잘 생활하시길 바랄게요', '넵']"
국민어장,음란만남,chat0555,"['저랑 서로 욕구를 충족시켜주는 생수 파트너 되실래요?', '안녕하세요', '안녕하세요 관심있으신가요 비밀은 지키고 원하시는 취향으로', '저 학생인데요', '몇살이신데요', '내년에 고등학교 올라가요', '만 13세 이상은 서로 동의하에 할 수 있어요. 님이 관심이 있다면 서로 프라이버시는 지키면서 할 수 있다는 거죠. 만약 님 취향이나 성향을 알면 그거에 맞춰서 플레이하고 모르면 찾아내는거죠.', '죄송해요 안할게요', '미안해, 죄송할 것도 없어', 'ㅎㅎ;;', '흠 심심하다', '그래요']"
국민어장,음란만남,chat0558,"['내꺼 평가해주라', '저 학생이에요 16살', '머어때용 남자 몸에 호기심 생길 시기자나요', '아뇨 괜찮습니당ㅎㅎ', '넵 남자꺼 실제로 보신적 있어요?', '아뇨 관심없어용…', '엥 정말요? 성욕 없으심?', '넴', '불알 잡혀서 놔달라 빌고 싶다', '죄송합니당 안할게용', '저 비밀절대보장하고 사생활 간섭 절대 안하고 뒤끝 절대 없이 룸카페가서 제꺼 볼래요? 딱 한번만 보고 말거구요 비밀절대보장하구 제가 낼게요', '죄송합니다 안해요', '관전만 딱 해주시면 안댈까요? 님 몸에는 손 절대 안댈게요', '죄송해요 안할게요', '구경만 안댈까용?', '응 안돼', '사진으로도 안대냐', 'ㅇㅇ', '불알만이라도 봐줘, 안녕', 'ㅎ', '심심하다', 'ㅎㅎ', '학교얌?', 'ㅇㅇ', '남자꺼 보고 싶으면 언제든 말해줘']"
국민어장,음란만남,chat0559,"['안녕하세요? 돈 많고 훈남인데 클리 패티쉬가 있어요ㅠㅠ 15분 동안 딱 클리만 빨게요 다른데는 절대 안만지고 외모는 평범할수록 좋아요!!', '안녕하세요', '안녕하세요 관심 있으세요?', '저 16살인뎅', '네 어려도 클리 빨리고 싶을수도 있죠', '죄송해요 저 안할게요', '아이고…왜요', '그냥요 싫어요', '아쉽네요 가까운데', '넵', '어디살아요?', '안아려줄거에요', 'ㅋㅋㅋ왜요', '그냥', 'ㅋㅋㅋ찾아가지도 않을건데 근데 처음에는 왜 해보고 싶어했어요', '해보고 싶다고 한 적 없는데요', '그랬나 근데 클리는 좋아하지?', 'ㄴ ㄴ', '빨리면 생각 달라질텐데', '싫어요 안해요']"
국민어장,음란만남,chat0580,"['섹스해봤어?', '갑자기 물어보시네요', '궁금한거 물어보라해서ㅋㅋ', '아무 Orlsk 하자고 그랬는뎅', '그래? 미안 나랑 동갑이길래 궁금해서', '난 16살입니당', '아 그래? 애기였네 안해봤겠다', '너는 해봤어?', '엉', '그러쿠낭', '넌', '난 안해봤어', '해보고 싶은 맘 없어?', '잘 모르겠는뎅', '자위는 해봤어?', 'ㅎㅎㅎ', '해봤나보네ㅎ 자주해?', '아닝', '그럼 얼마나? 일주일에 한번?', '그정도 되것죠', '손가락말고 뭘로 해봤어?', 'ㅎㅎㅎ', '아 말해줘 웃지만 말고 궁금해', '시러 이야기 안할거임', '왜 얘기해줘 음 애기야 아다떼줄까?', '아니 시른딩', '너도 한번 해봐야지 기분좋은거', 'ㅎㅎㅎ', '섹스하자ㅎ 어차피 서로 즐기는거 아무도 몰라', '시름', '왜 싫은거야?', '너가 누군지 모르니까', '음 섹파 싫어? 나랑 알아가면 섹파할거야?', '응 안하거야', 'ㅠ 알았어 전화하자']"
국민어장,음란만남,chat0591,"['ㄱ', '?', '볼래??', '만나자공', '저 학생인데', '괜찮아', '저 16살이에여', '라인??', '라인 안해요', '너 혹시 자위해봤어?', '죄송해여 그런거 얘기 안할래요', '왜 부끄러운거 아냐', '죄송합니당 싫어요']"
국민어장,음란만남,chat0599,"['님 발가락 빨아봐도 될까요ㅋㅋㅋ', '저 16살인데여', 'ㅋㅋ뭐 어때요 발인데', '싫어요 죄송합니다', '왜요', '싫은데 이유가 있나요 죄송합니다', '네', '넵', '뭐해요', '그냥 있는데요', 'ㅋㅋㅋ']"
국민어장,음란만남,chat0605,"['ㅎ ㅇ?', 'ㅎ ㅇ ㅇ', '어디죠', '저 서울이요', '볼수잇나요?', '만남 이야기하시는 건가요?', '네 아닌가요', '앗 저 학생인데 16살', '앗ㅎㅎ', 'ㅎㅎ네', 'ㅜㅜ', '외여', '내가 실수했나해서 수업중이겠네 열공…', '네 알겠어요', '학교? 그냥 얘기나 할까?', '죄송해요 안할래요']"
국민어장,음란만남,chat0644,"['안농!', '안녕', '그랭 학교 안갓어?', '학굔데', '아 그래ㅋㅋ', 'ㅎㅎㅎ', '오늘 불금 놀래? 오빠집에서?ㅎ', '저 16살인디요', '어려두 괜차낭 오빠가 리드잘함..ㅎ', '죄송해요 안만날게요']"
국민어장,음란만남,chat0655,"['섻해볼 생각은 없어?', '나 16살인데?', 'ㄷ ㄷ 그럼 안대겠네;; 해본적은 있어?', '아닝', '그럼 별로 관심 없겠구나', '응 안할래 싫어', '알게써 혹시 사진은대?', '사진 없어 안할거야…', '컥 얼굴말거', ';;시름 안해', 'ㅇㅋ']"
국민어장,음란만남,chat0670,"['야 일루와봐', '?', '너 나랑 떡 좀 칠래', '저 16살인데요..', '19이라 돼 있는데 16이야?', '넴', '흠, 귀엽겠는데 사진 줘봐', '사진 안줄건데', '얼평해줄게, 줘봐봐', '시러 안줄거임', 'ㅎ귀엽게 구네, 너 나랑 만날래', '만나서 뭐해요', '뭐하긴 손잡고 돌아다니다가 맛있는 거 사먹고 하지', '죄송해요 안만나요', '너 남친있어?', '없어', '호오 그럼 너 키스도 안해봤겠네', '왜', '왜냐니, 남친없다면서, 남친도 없는데 키스해봤을리가 없잖아', 'ㅎㅎㅎ', '웃네 뭐야ㅋㅋ해봤어 안해봤어, 키우는 강아지랑 한거는 빼고', '여튼 안만나 죄송요ㅂㅇ', '씨발년, 존나 꼴리게 해놓고 내빼네, 걸레처럼 따먹어줄려고 했더니만', '싫어요 ㅂㅇㅂㅇ', '묶어놓고 존나 비명나올때까지 박아줄려고 했는데 개아깝다', '응 안해', '보지 존나 후려치고 싶었는데']"
국민어장,음란만남,chat0671,"['안뇽 엥 영등포야?', '안녕하세요', '웅ㅎ 어디살아?', '영등포살아', '근데 왜 4키로지, 오륜가', '모르겠는뎅', '19살??', '16살임', '아하 중3이네, 집이야?', 'ㅇㅇㅇ', '집 누구있어', '나 혼자밖에 없어', '오 언제까지 비어', '모르지 늦게 오시니까', '야한거 좋아해?', '왜 용건만 말해', '섹스하고 싶어', '16살이야 싫어 안만나', 'ㅇㅎ아다야?', '안말해줄건데', 'ㅇㅎ후다네 지금은 하기 싫어?', 'ㅇㅇ 싫어 안만날거야', 'ㅇㅋㅃ']"
국민어장,음란만남,chat0676,"['안뇽', '안농', '모해', '그냥 집에 있엉', '혹시 야한거 좋아애?', '잘 모르겠엉', '잘 모르겠는검 뭐야?', '말 그대로 잘 모르겠다는 거지', '그럼 좋아할수도 있겠네?', '용건만 간단히ㄱㄱ', '만나서 할래??', '저 16살인데? 상관없으세요', '웅 나도 19양', '죄송해요 안할래용', '그래, 안뇽', '안녕']"
국민어장,음란만남,chat0680,"['울집온나 진동기로 물싸게 해줄게', '네? 저 16살이에요', '겨털 올라왔음 어른이지', '그런거 안해요 싫어요', 'ㅎㅎㅎㅎ 그래', '넵넵']"
꿀톡,음란만남,chat0708,"['굿모닝', '안녕하세요', '네학교?', '네~', '라인을할까요', '아니요', '나중에시간되면드라이브해요 용돈줄께', '싫다니까요']"
꿀톡,음란만남,chat0716,"['방가방가요', '안녕하세요', '난광주인데 님은어디세요', '저는 서울이요', '멀긴하네요. 가슴은무슨컵이에요.', '갑자기..', '궁금하고보고싶어서', '저 16살이에요', '그런가 가슴이 이쁘겠네. 섹스는해봤어', '뭐 그런걸 물어봐요', '궁금해서 미안. 남친은 없어.', '네', '사귀면서 내가잘해줄께. 가슴안보여줄꺼야.', '가슴을 어떻게 보여줘요', '사진찍어서', '아 싫어요', '그럼있다퇴근해서영통할까', '싫다니까요', '알았어. 그냥대화하자. 대화하다한번만날까.', '만나서뭐해요', '이야기하고데이트하고. 맛있는거먹으러가고님이좋아하는것도하고.', '죄송해요 안 할래요', '나도 미안해요. 그냥보고싶어요.']"
꿀톡,음란만남,chat0749,"['강한 오르가슴을 어떻게 해요? 궁금해요~', '안녕하세요~', '아하! 네, 네~ 전 191센티, 40살, 백인 미국 사람 이에요. 씨애틀에 왔어요. 서울에 일해요. 삼각지에 살아요. 술친구를 구해요. 님은 요?', '아 저 16살이에요', '너 나한텐 너무 어리다고 생각하지 않니?', '뭐가요?']"
꿀톡,음란만남,chat0765,"['즐겁게 보낼수 있나여', '안녕하세요', '어디사는데여', '영등포요', '학교이나여', '넹', '그대는 고딩이나여', '중3이요', '점심은 먹어나여', '네', '보고싶당 그대얼굴', '싫어요']"
꿀톡,음란만남,chat0784,"['가깝네', '안녕하세요', '고딩?', '중3이요', '오빠랑 섹스해볼래? 잘조련해줄께', '그냥요?']"
앙챗,음란만남,chat0835,"['섹스할때 애무만 30분 넘게 해주는거 어땡?', '네?', '애무 길게해주는거 좋아하냐궁 ㅋㅋㅋㅋ 꼭지나 목이나 밑에 ㅎㅎ', '저 중3이에요', '미…미안..ㅋㅋ 중3이면 한창 고민이 많을 시기이구나아 공부가 인생의 전부는 아님 / 야 답좀 ㅎ 중요한얘기있음', '뭐요', '어디살아 너? <사진> 이거 선물하고싶은디 너한테', '싫어요', '오빠 너 사랑하는거 같애', '갑자기', '데이트할랭?ㅎ 맛난거먹구 옷도 사줄껭 ㅎㅎ 오빠 츤데레가 이상형이라 ㅋㅋ 완전 딱 너얌', '죄송해요 싫어요 안 할래요', '싫어? 너 오빠 무릎에 앉히구 키스하구싶다.. 머리 쓰다듬으면서 혀랑 혀 섞구싶은데 ㅋㅋ 밑에 안젖었어 혹시? ㅎㅎ']"
동네친구,음란만남,chat0942,"['반가워요', '안녕하세요', '뭐하세요 ㅎ', '하는거없어요', '섹스할래요', '저 중3인데..', '헐 미안 20대 초반이라고..ㄷㄷ']"
동네친구,음란만남,chat0946,"['아룡하세연~~', '안녕하세요', '안녕하세요 섹스하실래요?', '저 중학생인데..', '20세라고 써놔서.. ㅈㅅ.']"
